SMILES,InChI,InChIKey,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,MOL_FILE,Source_SDF_File
CC1=C(Cl)C=CC(O)=C1,"InChI=1S/C7H7ClO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3",CFKMVGJGLGKFKI-UHFFFAOYSA-N,DTXSID4021717,DSSTox_Substance_Id,DTXSID4021717,4-Chloro-3-methylphenol,59-50-7,CFKMVGJGLGKFKI-UHFFFAOYSA-N,4-Chloro-3-methylphenol,"InChI=1S/C7H7ClO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3",C7H7ClO,142.58,142.0185425,MOL_FILE,OT_ER_ERbERb_0480-ESR2.sdf
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,"InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4+,5+,6+",JLYXXMFPNIAWKQ-GNIYUCBRSA-N,DTXSID2020686,DSSTox_Substance_Id,DTXSID2020686,Lindane,58-89-9,JLYXXMFPNIAWKQ-GNIYUCBRNA-N,"(1R,2S,3r,4R,5S,6r)-1,2,3,4,5,6-Hexachlorocyclohexane","InChI=1/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4+,5+,6+",C6H6Cl6,290.81,287.8600664,MOL_FILE,OT_ER_ERbERb_0480-ESR2.sdf
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,"InChI=1S/C26H29NO2/c1-4-25(20-8-6-5-7-9-20)26(21-10-14-23(28)15-11-21)22-12-16-24(17-13-22)29-19-18-27(2)3/h5-17,28H,4,18-19H2,1-3H3",TXUZVZSFRXZGTL-UHFFFAOYSA-N,DTXSID3037094,DSSTox_Substance_Id,DTXSID3037094,4-Hydroxytamoxifen,68392-35-8,TXUZVZSFRXZGTL-UHFFFAOYSA-N,4-(1-{4-[2-(Dimethylamino)ethoxy]phenyl}-2-phenylbut-1-en-1-yl)phenol,"InChI=1S/C26H29NO2/c1-4-25(20-8-6-5-7-9-20)26(21-10-14-23(28)15-11-21)22-12-16-24(17-13-22)29-19-18-27(2)3/h5-17,28H,4,18-19H2,1-3H3",C26H29NO2,387.523,387.219829178,MOL_FILE,OT_ER_ERbERb_0480-ESR2.sdf
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H])C=C(O)C=C3,"InChI=1S/C32H47F5O3S/c1-30-17-15-26-25-12-11-24(38)21-23(25)20-22(29(26)27(30)13-14-28(30)39)10-7-5-3-2-4-6-8-18-41(40)19-9-16-31(33,34)32(35,36)37/h11-12,21-22,26-29,38-39H,2-10,13-20H2,1H3/t22-,26-,27+,28+,29-,30+,41?/m1/s1",VWUXBMIQPBEWFH-WCCTWKNTSA-N,DTXSID4022369,DSSTox_Substance_Id,DTXSID4022369,Fulvestrant,129453-61-8,VWUXBMIQPBEWFH-WCCTWKNTSA-N,"7alpha-[9-(4,4,5,5,5-Pentafluoropentane-1-sulfinyl)nonyl]estra-1,3,5(10)-triene-3,17beta-diol","InChI=1S/C32H47F5O3S/c1-30-17-15-26-25-12-11-24(38)21-23(25)20-22(29(26)27(30)13-14-28(30)39)10-7-5-3-2-4-6-8-18-41(40)19-9-16-31(33,34)32(35,36)37/h11-12,21-22,26-29,38-39H,2-10,13-20H2,1H3/t22-,26-,27+,28+,29-,30+,41?/m1/s1",C32H47F5O3S,606.78,606.316607362,MOL_FILE,OT_ER_ERbERb_0480-ESR2.sdf
[Ba++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,"InChI=1S/2C8H16O2.Ba/c2*1-3-5-6-7(4-2)8(9)10;/h2*7H,3-6H2,1-2H3,(H,9,10);/q;;+2/p-2",VJFFDDQGMMQGTQ-UHFFFAOYSA-L,DTXSID8044888,DSSTox_Substance_Id,DTXSID8044888,Barium bis(2-ethylhexanoate),2457-01-4,VJFFDDQGMMQGTQ-UHFFFAOYSA-L,Barium bis(2-ethylhexanoate),"InChI=1/2C8H16O2.Ba/c2*1-3-5-6-7(4-2)8(9)10;/h2*7H,3-6H2,1-2H3,(H,9,10);/q;;+2/p-2",C16H30BaO4,423.739,424.119656,MOL_FILE,OT_ER_ERbERb_0480-ESR2.sdf
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",DNXHEGUUPJUMQT-CBZIJGRNSA-N,DTXSID4022367,DSSTox_Substance_Id,DTXSID4022367,Estrone,53-16-7,DNXHEGUUPJUMQT-CBZIJGRNSA-N,"3-Hydroxyestra-1,3,5(10)-trien-17-one","InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",C18H22O2,270.372,270.161979948,MOL_FILE,OT_ER_ERbERb_0480-ESR2.sdf
CC(C)=CC(C)=O,"InChI=1S/C6H10O/c1-5(2)4-6(3)7/h4H,1-3H3",SHOJXDKTYKFBRD-UHFFFAOYSA-N,DTXSID1029170,DSSTox_Substance_Id,DTXSID1029170,4-Methylpent-3-en-2-one,141-79-7,SHOJXDKTYKFBRD-UHFFFAOYSA-N,4-Methylpent-3-en-2-one,"InChI=1S/C6H10O/c1-5(2)4-6(3)7/h4H,1-3H3",C6H10O,98.145,98.073164942,MOL_FILE,OT_ER_ERbERb_0480-ESR2.sdf
[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"InChI=1S/C20H30O2/c1-18-9-6-14(21)12-13(18)4-5-15-16(18)7-10-19(2)17(15)8-11-20(19,3)22/h12,15-17,22H,4-11H2,1-3H3/t15-,16+,17+,18+,19+,20+/m1/s1",GCKMFJBGXUYNAG-HLXURNFRSA-N,DTXSID1033664,DSSTox_Substance_Id,DTXSID1033664,17-Methyltestosterone,58-18-4,GCKMFJBGXUYNAG-HLXURNFRSA-N,17beta-Hydroxy-17alpha-methylandrost-4-en-3-one,"InChI=1S/C20H30O2/c1-18-9-6-14(21)12-13(18)4-5-15-16(18)7-10-19(2)17(15)8-11-20(19,3)22/h12,15-17,22H,4-11H2,1-3H3/t15-,16+,17+,18+,19+,20+/m1/s1",C20H30O2,302.458,302.224580206,MOL_FILE,OT_ER_ERbERb_0480-ESR2.sdf
O=C1NC2NC(=O)NC2N1,"InChI=1S/C4H6N4O2/c9-3-5-1-2(7-3)8-4(10)6-1/h1-2H,(H2,5,7,9)(H2,6,8,10)",VPVSTMAPERLKKM-UHFFFAOYSA-N,DTXSID6031380,DSSTox_Substance_Id,DTXSID6031380,Glycoluril,496-46-8,VPVSTMAPERLKKM-UHFFFAOYSA-N,"(3as,6as)-Tetrahydroimidazo[4,5-d]imidazole-2,5(1H,3H)-dione","InChI=1S/C4H6N4O2/c9-3-5-1-2(7-3)8-4(10)6-1/h1-2H,(H2,5,7,9)(H2,6,8,10)",C4H6N4O2,142.118,142.049075449,MOL_FILE,OT_ER_ERbERb_0480-ESR2.sdf
CCCCCCOC1=CC=C(O)C=C1,"InChI=1S/C12H18O2/c1-2-3-4-5-10-14-12-8-6-11(13)7-9-12/h6-9,13H,2-5,10H2,1H3",XIIIHRLCKLSYNH-UHFFFAOYSA-N,DTXSID4048195,DSSTox_Substance_Id,DTXSID4048195,4-(Hexyloxy)phenol,18979-55-0,XIIIHRLCKLSYNH-UHFFFAOYSA-N,4-(Hexyloxy)phenol,"InChI=1S/C12H18O2/c1-2-3-4-5-10-14-12-8-6-11(13)7-9-12/h6-9,13H,2-5,10H2,1H3",C12H18O2,194.274,194.13067982,MOL_FILE,OT_ER_ERbERb_0480-ESR2.sdf
